127.0.0.1 - - [17/Jul/2022:15:25:29 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [17/Jul/2022:16:37:05 +0900] "GET /BBS/%EC%82%AC%EC%A7%84%20%EA%B2%BD%EB%A1%9C/%EC%A3%BC%EC%86%8C HTTP/1.1" 404 877
0:0:0:0:0:0:0:1 - - [17/Jul/2022:16:37:05 +0900] "GET /BBS/css/bootstrap.css.map HTTP/1.1" 200 389287
0:0:0:0:0:0:0:1 - - [17/Jul/2022:16:37:07 +0900] "GET /BBS/bbs.jsp HTTP/1.1" 200 3707
0:0:0:0:0:0:0:1 - - [17/Jul/2022:16:37:08 +0900] "GET /BBS/css/bootstrap.css.map HTTP/1.1" 200 389287
0:0:0:0:0:0:0:1 - - [17/Jul/2022:16:37:08 +0900] "GET /BBS/bbs.jsp HTTP/1.1" 200 3707
0:0:0:0:0:0:0:1 - - [17/Jul/2022:16:37:08 +0900] "GET /BBS/css/bootstrap.css.map HTTP/1.1" 200 389287
0:0:0:0:0:0:0:1 - - [17/Jul/2022:16:37:28 +0900] "GET /BBS/write.jsp HTTP/1.1" 200 2365
0:0:0:0:0:0:0:1 - - [17/Jul/2022:16:37:28 +0900] "GET /BBS/css/bootstrap.css.map HTTP/1.1" 200 389287
0:0:0:0:0:0:0:1 - - [17/Jul/2022:16:37:37 +0900] "POST /BBS/writeAction.jsp HTTP/1.1" 200 280
0:0:0:0:0:0:0:1 - - [17/Jul/2022:16:37:39 +0900] "GET /BBS/login.jsp HTTP/1.1" 200 2229
0:0:0:0:0:0:0:1 - - [17/Jul/2022:16:37:39 +0900] "GET /BBS/css/bootstrap.css.map HTTP/1.1" 200 389287
0:0:0:0:0:0:0:1 - - [17/Jul/2022:16:37:41 +0900] "POST /BBS/loginAction.jsp HTTP/1.1" 200 283
0:0:0:0:0:0:0:1 - - [17/Jul/2022:16:37:43 +0900] "GET /BBS/css/bootstrap.css.map HTTP/1.1" 200 389287
0:0:0:0:0:0:0:1 - - [17/Jul/2022:16:37:53 +0900] "POST /BBS/loginAction.jsp HTTP/1.1" 200 245
0:0:0:0:0:0:0:1 - - [17/Jul/2022:16:37:53 +0900] "GET /BBS/main.jsp HTTP/1.1" 200 3163
0:0:0:0:0:0:0:1 - - [17/Jul/2022:16:37:54 +0900] "GET /BBS/%EC%82%AC%EC%A7%84%20%EA%B2%BD%EB%A1%9C/%EC%A3%BC%EC%86%8C HTTP/1.1" 404 877
0:0:0:0:0:0:0:1 - - [17/Jul/2022:16:37:54 +0900] "GET /BBS/css/bootstrap.css.map HTTP/1.1" 200 389287
0:0:0:0:0:0:0:1 - - [17/Jul/2022:16:37:57 +0900] "GET /BBS/bbs.jsp HTTP/1.1" 200 3665
0:0:0:0:0:0:0:1 - - [17/Jul/2022:16:37:57 +0900] "GET /BBS/css/bootstrap.css.map HTTP/1.1" 200 389287
0:0:0:0:0:0:0:1 - - [17/Jul/2022:16:37:59 +0900] "GET /BBS/write.jsp HTTP/1.1" 200 2323
0:0:0:0:0:0:0:1 - - [17/Jul/2022:16:37:59 +0900] "GET /BBS/css/bootstrap.css.map HTTP/1.1" 200 389287
0:0:0:0:0:0:0:1 - - [17/Jul/2022:16:38:02 +0900] "POST /BBS/writeAction.jsp HTTP/1.1" 200 244
0:0:0:0:0:0:0:1 - - [17/Jul/2022:16:38:02 +0900] "GET /BBS/bbs.jsp HTTP/1.1" 200 3812
0:0:0:0:0:0:0:1 - - [17/Jul/2022:16:38:02 +0900] "GET /BBS/css/bootstrap.css.map HTTP/1.1" 200 389287
0:0:0:0:0:0:0:1 - - [17/Jul/2022:16:38:09 +0900] "GET /BBS/write.jsp HTTP/1.1" 200 2365
0:0:0:0:0:0:0:1 - - [17/Jul/2022:16:38:09 +0900] "GET /BBS/css/bootstrap.css.map HTTP/1.1" 200 389287
0:0:0:0:0:0:0:1 - - [17/Jul/2022:16:38:12 +0900] "POST /BBS/writeAction.jsp HTTP/1.1" 200 280
0:0:0:0:0:0:0:1 - - [17/Jul/2022:16:38:18 +0900] "GET /BBS/login.jsp HTTP/1.1" 200 2229
0:0:0:0:0:0:0:1 - - [17/Jul/2022:16:38:18 +0900] "GET /BBS/css/bootstrap.css.map HTTP/1.1" 200 389287
0:0:0:0:0:0:0:1 - - [17/Jul/2022:16:38:27 +0900] "GET /BBS/main.jsp HTTP/1.1" 200 3205
0:0:0:0:0:0:0:1 - - [17/Jul/2022:16:38:27 +0900] "GET /BBS/%EC%82%AC%EC%A7%84%20%EA%B2%BD%EB%A1%9C/%EC%A3%BC%EC%86%8C HTTP/1.1" 404 877
0:0:0:0:0:0:0:1 - - [17/Jul/2022:16:38:27 +0900] "GET /BBS/css/bootstrap.css.map HTTP/1.1" 200 389287
0:0:0:0:0:0:0:1 - - [17/Jul/2022:16:38:29 +0900] "GET /BBS/main.jsp HTTP/1.1" 200 3205
0:0:0:0:0:0:0:1 - - [17/Jul/2022:16:38:29 +0900] "GET /BBS/%EC%82%AC%EC%A7%84%20%EA%B2%BD%EB%A1%9C/%EC%A3%BC%EC%86%8C HTTP/1.1" 404 877
0:0:0:0:0:0:0:1 - - [17/Jul/2022:16:38:29 +0900] "GET /BBS/css/bootstrap.css.map HTTP/1.1" 200 389287
0:0:0:0:0:0:0:1 - - [17/Jul/2022:16:42:46 +0900] "GET /BBS/File_index.jsp HTTP/1.1" 200 430
0:0:0:0:0:0:0:1 - - [17/Jul/2022:16:43:10 +0900] "POST /BBS/uploadAction.jsp HTTP/1.1" 200 278
0:0:0:0:0:0:0:1 - - [17/Jul/2022:16:44:39 +0900] "GET /BBS/fileDownloda.jsp HTTP/1.1" 404 808
0:0:0:0:0:0:0:1 - - [17/Jul/2022:16:44:49 +0900] "GET /BBS/fileDownlod.jsp HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [17/Jul/2022:16:44:57 +0900] "GET /BBS/fileDownload.jsp HTTP/1.1" 200 972
0:0:0:0:0:0:0:1 - - [17/Jul/2022:16:45:01 +0900] "GET /BBS/downloadAction?file=1%EC%A3%BC%EC%B0%A8+%EA%B3%BC%EC%A0%9C+-+2033051+%EC%9D%B4%EB%AF%BC%EC%98%812.pdf HTTP/1.1" 200 753437
0:0:0:0:0:0:0:1 - - [17/Jul/2022:16:48:19 +0900] "GET /BBS/ HTTP/1.1" 200 282
0:0:0:0:0:0:0:1 - - [17/Jul/2022:16:48:19 +0900] "GET /BBS/main.jsp HTTP/1.1" 200 3205
0:0:0:0:0:0:0:1 - - [17/Jul/2022:16:48:19 +0900] "GET /BBS/%EC%82%AC%EC%A7%84%20%EA%B2%BD%EB%A1%9C/%EC%A3%BC%EC%86%8C HTTP/1.1" 404 877
0:0:0:0:0:0:0:1 - - [17/Jul/2022:16:48:19 +0900] "GET /BBS/css/bootstrap.css.map HTTP/1.1" 200 389287
0:0:0:0:0:0:0:1 - - [17/Jul/2022:16:48:22 +0900] "GET /BBS/bbs.jsp HTTP/1.1" 200 3854
0:0:0:0:0:0:0:1 - - [17/Jul/2022:16:48:22 +0900] "GET /BBS/css/bootstrap.css.map HTTP/1.1" 200 389287
0:0:0:0:0:0:0:1 - - [17/Jul/2022:16:48:22 +0900] "GET /BBS/bbs.jsp HTTP/1.1" 200 3854
0:0:0:0:0:0:0:1 - - [17/Jul/2022:16:48:23 +0900] "GET /BBS/css/bootstrap.css.map HTTP/1.1" 200 389287
0:0:0:0:0:0:0:1 - - [17/Jul/2022:16:48:29 +0900] "GET /BBS/bbs.jsp?pageNumber=2 HTTP/1.1" 200 3148
0:0:0:0:0:0:0:1 - - [17/Jul/2022:16:48:29 +0900] "GET /BBS/css/bootstrap.css.map HTTP/1.1" 200 389287
0:0:0:0:0:0:0:1 - - [17/Jul/2022:16:48:31 +0900] "GET /BBS/bbs.jsp?pageNumber=1 HTTP/1.1" 200 3854
0:0:0:0:0:0:0:1 - - [17/Jul/2022:16:48:31 +0900] "GET /BBS/css/bootstrap.css.map HTTP/1.1" 200 389287
0:0:0:0:0:0:0:1 - - [17/Jul/2022:16:48:34 +0900] "GET /BBS/bbs.jsp?pageNumber=2 HTTP/1.1" 200 3148
0:0:0:0:0:0:0:1 - - [17/Jul/2022:16:48:34 +0900] "GET /BBS/css/bootstrap.css.map HTTP/1.1" 200 389287
0:0:0:0:0:0:0:1 - - [17/Jul/2022:16:48:36 +0900] "GET /BBS/bbs.jsp?pageNumber=1 HTTP/1.1" 200 3854
0:0:0:0:0:0:0:1 - - [17/Jul/2022:16:48:36 +0900] "GET /BBS/css/bootstrap.css.map HTTP/1.1" 200 389287
0:0:0:0:0:0:0:1 - - [17/Jul/2022:16:48:37 +0900] "GET /BBS/bbs.jsp?pageNumber=2 HTTP/1.1" 200 3148
0:0:0:0:0:0:0:1 - - [17/Jul/2022:16:48:38 +0900] "GET /BBS/css/bootstrap.css.map HTTP/1.1" 200 389287
0:0:0:0:0:0:0:1 - - [17/Jul/2022:16:48:39 +0900] "GET /BBS/bbs.jsp?pageNumber=1 HTTP/1.1" 200 3854
0:0:0:0:0:0:0:1 - - [17/Jul/2022:16:48:39 +0900] "GET /BBS/css/bootstrap.css.map HTTP/1.1" 200 389287
0:0:0:0:0:0:0:1 - - [17/Jul/2022:16:48:43 +0900] "GET /BBS/bbs.jsp?pageNumber=2 HTTP/1.1" 200 3148
0:0:0:0:0:0:0:1 - - [17/Jul/2022:16:48:43 +0900] "GET /BBS/css/bootstrap.css.map HTTP/1.1" 200 389287
